uid,sdn_name,alt_names,sdn_type,sdn_program,
28688,AL KHAMAEL MARITIME SERVICES,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SBERBANK AVTOMATIZIROVANNAYA SISTEMA TORGOV,Entity ,"SDGT, IRGC, IFSR",
28689,"ASADI, Ali Farhan",JOINT STOCK COMPANY SBERBANK-AUTOMATED SYSTEM FOR TRADING,individual,"SDGT, IFSR",
28690,"AL-HAMIDAWI, Shaykh 'Adnan",SBERBANK-AST JSC,individual,SDGT,
28691,"AL BEHADILI, Mohammed Saeed Odhafa",JSC SBERBANK-AUTOMATED SYSTEM FOR TRADING,individual,"SDGT, IFSR",
28692,"AL-MANSOORI, Ali Hussein Falih",LLC SBERBANK FINANCIAL COMPANY,individual,"SDGT, IFSR",
28693,"MUSAVIR, Sayyed Yaser",SBERBANK-FINANS OOO,individual,"SDGT, IRGC, IFSR",
28694,RECONSTRUCTION ORGANIZATION OF HOLY SHRINES IN IRAQ,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FINANSOVAYA KOMPANIYA SBERBANKA,Entity ,"SDGT, IRGC, IFSR",
28695,"PELARAK, Hassan",SBERBANK FINANCE LLC,individual,"SDGT, IRGC, IFSR",
28696,"FADAKAR, Alireza",SBERBANK-FINANCE,individual,"SDGT, IRGC, IFSR",
28697,"AL-GHORAYFI, Muhammad",SBERBANK FINANCE COMPANY LIMITED LIABILITY COMPANY,individual,"SDGT, IFSR",
28698,"SHOUSHTARIPOUSTI, Masoud",LLC ACTIVEBUSINESSCOLLECTION,individual,"SDGT, IRGC, IFSR",
28699,"JALAL MAAB, Mohammad","AKTIVBIZNESKOLLEKSHN, OOO",individual,"SDGT, IFSR",
28700,"GHASEMZADEH, Mehdi",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AKTIVBIZNESKOLLEKSHN,individual,"SDGT, IRGC, IFSR",
28701,"BAKHTIARI, Mashallah",LIMITED LIABILITY COMPANY ACTIVEBUSINESSCOLLECTION,individual,"SDGT, IFSR",
28702,BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,CJSC NON-STATE PENSION FUND OF SBERBANK,Entity ,"SDGT, IRGC, IFSR",
28703,RUSSIAN IMPERIAL MOVEMENT,NPF SBERBANKA ZAO,Entity ,SDGT,
28704,"VOROBYEV, Stanislav Anatolyevich",ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,individual,SDGT,
28705,"GARIYEV, Denis Valiullovich",SBERBANK PRIVATE PENSION FUND CLOSED JOINT STOCK COMPANY,individual,SDGT,
28706,"TRUSHCHALOV, Nikolay Nikolayevich",NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,individual,SDGT,
28707,"MOJICA MEJIA, Jose Jorge",SBERBANK PPF JSC,individual,NICARAGUA,
28716,STAR 18,LLC INSURANCE COMPANY SBERBANK INSURANCE,vessel,DPRK4,
28717,"AL-MAWLA, Amir Muhammad Sa'id Abdal-Rahman",SBERBANK STRAHOVANIE OOO SK,individual,SDGT,
28718,MUNDO DIGITAL S.A.,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,Entity ,NICARAGUA,
28838,"AL-SHABAN, Hasan",SK SBERBANK STRAHOVANIE LLC,individual,SDGT,
28859,"DIANAT, Amir",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK OBSHCHEE STRAKHOVANIE,individual,"SDGT, IFSR",
28860,TAIF MINING SERVICES LLC,SBERBANK INSURANCE IC LLC,Entity ,"SDGT, IFSR",
28916,SHANGHAI SAINT LOGISTICS LIMITED,STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,Entity ,"SDGT, IFSR",
28917,"AVILES CASTILLO, Julio Cesar",SBERBANK INSURANCE COMPANY LTD,individual,NICARAGUA,
28918,"ASHTARI FARD, Hossein",LLC INSURANCE BROKER OF SBERBANK,individual,IRAN-HR,
28919,"SOLEIMANI, Ayoub",SBERBANK INSURANCE BROKER LLC,individual,IRAN-HR,
28920,"FATHI ZADEH, Mohsen",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI BROKER SBERBANKA,individual,IRAN-HR,
28921,"MAHMOODZADEH, Yahya",OOO STRAKHOVOI BROKER SBERBANKA,individual,IRAN-HR,
28922,"ASHRAQ, Hamidraza",AKTSIONERNOE OBSHCHESTVO NPO VYSOKOTOCHNYE KOMPLEKSY,individual,IRAN-HR,
28923,"ALI NOORINAJAD, Mohammad",HIGH PRECISION WEAPONS JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ASSOCIATION,individual,IRAN-HR,
28924,"SHAHVARPOUR NAJAFABADI, Hassan","NPO VYSOKOTOCHNYE KOMPLEKSY, AO",individual,"IRGC, IFSR, IRAN-HR, CAATSA - IRAN",
28925,"RAHMANI FAZLI, Abdolreza",JSC NPO VYSOKOTOCHNYE KOMPLEKSY,individual,"IRAN, IRAN-HR",
28926,LAW ENFORCEMENT FORCES OF THE ISLAMIC REPUBLIC OF IRAN COOPERATIVE FOUNDATION,JSC RUSELECTRONICS,Entity ,IRAN-HR,
28927,"DARVISH, Habil",AO ROSELEKTRONIKA,individual,IRAN-HR,
28928,"ZEPEDA ESPARZA, Olga Maria",JSC RUSSIAN ELECTRONICS,individual,VENEZUELA-EO13850,
28929,"ESPARZA GARCIA, Veronica",OJSC MACHINE ENGINEERING TECHNOLOGIES,individual,VENEZUELA-EO13850,
28930,"LEAL JIMENEZ, Joaquin",SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING OJSC,individual,VENEZUELA-EO13850,
28931,"LIBRE ABORDO, S.A. DE C.V.",JOINT STOCK COMPANY SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING,Entity ,VENEZUELA-EO13850,
28932,SCHLAGER BUSINESS GROUP S. DE R.L. DE C.V.,JSC SPC TECHMASH,Entity ,VENEZUELA-EO13850,
28934,WASHINGTON TRADING LTD,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNY KONTSERN TEKHNOLOGII MASHINOSTROENIYA,Entity ,VENEZUELA-EO13850,
28958,GREAT TEHRAN PENITENTIARY,JSC TEKHNODINAMIKA,Entity ,CAATSA - IRAN,
28959,QARCHAK PRISON,AKTSIONERNOE OBSCHESTVO TEKHNODINAMIKA,Entity ,CAATSA - IRAN,
28960,"UZUH, Richard Izuchukwu",AO TEKHNODINAMIKA,individual,CYBER2,
28961,"OLORUNYOMI, Micheal",TEKNODINAMIKA JSC,individual,CYBER2,
28962,"OGUNSHAKIN, Alex Afolabi",JOINT STOCK COMPANY AVIATION EQUIPMENT,individual,CYBER2,
28963,"OKPOH, Felix Osilama",AKTSIONERNOE OBSHCHESTVO SHVABE,individual,CYBER2,
28964,"BENSON, Nnamdi Orson",AO SHVABE,individual,CYBER2,
28965,"KAYODE, Abiola Ayorinde",SHVABE PAO,individual,CYBER2,
28978,"AGHA'I, Majid",RUSSIAN DEFENSE EXPORT ROSOBORONEXPORT,individual,"NPWMD, IFSR",
28979,"SAZGAR, Amjad",ROSOBORONEXPORT JSC,individual,"NPWMD, IFSR",
28980,"SOULEYMANE, Bi Sidi",ROSOBORONEKSPORT OJSC,individual,CAR,
29040,"MORON HERNANDEZ, Santiago Jose",AKTSIONERNY KOMMERCHESKI BANK NOVIKOMBANK AKTSIONERNOE OBSHCHESTVO,individual,VENEZUELA,
29041,"MORON HERNANDEZ, Ricardo Jose",AO AKB NOVIKOMBANK,individual,VENEZUELA,
29046,"JAMALEDDINE, Nazir Ahmad Mohammed",JOINT STOCK COMMERCIAL BANK NOVIKOMBANK JOINT STOCK COMPANY,individual,PAARSSR-EO13894,
29047,TAMAYOZ LLC,NOVIKOMBANK JCSB,Entity ,PAARSSR-EO13894,
29049,RAMAK DEVELOPMENT AND HUMANITARIAN PROJECTS LLC,NOVIKOMBANK AO,Entity ,PAARSSR-EO13894,
29052,WINGS PRIVATE JSC,RT-INFORM LLC,Entity ,PAARSSR-EO13894,
29060,ALEL TECHNOLOGIES LLC,NOVO VYATKA OPEN JOINT STOCK COMPANY,Entity ,VENEZUELA-EO13850,
29063,LUZY TECHNOLOGIES LLC,RUSSIAN HELICOPTERS JOINT STOCK COMPANY,Entity ,VENEZUELA-EO13850,
29064,COSMO RESOURCES PTE. LTD.,OPEN JOINT STOCK COMPANY RUSSIAN HELICOPTERS,Entity ,VENEZUELA-EO13850,
29067,"HAMSHO, Ahmad Sabir Mohammed",JSC RUSSIAN HELICOPTERS,individual,PAARSSR-EO13894,
29068,"AL-ASSAD, Asma",JOINT STOCK COMPANY RUSSIAN HELICOPTERS,individual,PAARSSR-EO13894,
29069,"HAMSHO, Amr Mohamed",AKTSIONERNOE OBSHCHESTVO VERTOLETY ROSSII,individual,PAARSSR-EO13894,
29070,"HAMSHO, Ali Muhammad",AGRICULTURA TAVO S.P.R. DE R.L.,individual,PAARSSR-EO13894,
29071,"ALDABBAS, Rania","DESARROLLO AGRICULTURA ORGANICO, S.P.R. DE R.L.",individual,PAARSSR-EO13894,
29072,"AL-ASSAD, Bushra","DESARROLLO AGRICULTURA VERDE DE SAYULA, S.P.R. DE R.L.",individual,PAARSSR-EO13894,
29074,"BILAL, Ghassan Ali",STATUS ADMINISTRATIVO S. DE R.L. DE C.V.,individual,PAARSSR-EO13894,
29075,"AL-DANA, Samer",STATE CONCERN NATIONAL ASSOCIATION OF PRODUCERS MASSANDRA,individual,PAARSSR-EO13894,
29076,"AL-ASSAD, Manal",NACIONALNOYE PROIZ-VODSTVENNO AGRARNOYE OBYEDINENYE MASSANDRA,individual,PAARSSR-EO13894,
29099,"DANAEI KENARSARI, Ali","MASSANDRA STATE CONCERN, NATIONAL PRODUCTION AND AGRARIAN UNION, OJSC",individual,IRAN,
29100,"GOHARDEHI, Mohsen",MASSANDRA NATIONAL INDUSTRIAL AGRARIAN ASSOCIATON OF WINE INDUSTRY,individual,IRAN,
29101,"M INVEST, OOO",STATE ENTERPRISE AGRICULTURAL COMPANY MAGARACH NATIONAL INSTITUTE OF VINE AND WINE MAGARACH,Entity ,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29102,"RAHNAVARD, Alireza",GOSUDARSTVENOYE PREDPRIYATIYE AGRO-FIRMA MAGARACH NACIONALNOGO INSTITUTA VINOGRADA I VINA MAGARACH,individual,IRAN,
29103,"YAHYA ZADEH, Hamidreza",MAGARACH AGRICULTURAL COMPANY OF NATIONAL INSTITUTE OF WINE AND GRAPES MAGARACH,individual,IRAN,
29104,"VAZIRI, Reza",DERZHAVNE PIDPRYEMSTVO AGROFIRMA MAGARACH NATSIONALNOGO INSTYTUTU VYNOGRADU I VYNA MAGARACH,individual,IRAN,
29105,TARA STEEL TRADING GMBH,"AGROFIRMA MAGARACH NATSIONALNOGO INSTYTUTU VYNOGRADU I VYNA MAGARACH, DP",Entity ,IRAN-EO13871,
29106,METIL STEEL,LABICO SAL (OFF SHORE),Entity ,IRAN-EO13871,
29107,MEROE GOLD CO. LTD.,AEROSKYONE CO. LTD,Entity ,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29108,PACIFIC STEEL FZE,AERO SKY ONE LTD,Entity ,IRAN-EO13871,
29109,BETTER FUTURE GENERAL TRADING CO LLC,"CHERRI, Adel Mohammad",Entity ,IRAN-EO13871,
29110,TUKA METAL TRADING DMCC,"SHIRRI, 'Adil",Entity ,IRAN-EO13871,
29112,SIRJAN JAHAN STEEL COMPLEX,LE-HUA ELEC F CO. LTD,Entity ,IRAN-EO13871,
29113,"MANDEL, Andrei Sergeevich","WAKED HATOUM, Nidal",individual,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29114,IRAN CENTRAL IRON ORE COMPANY,"WAKED HATUM, Ghazi",Entity ,IRAN-EO13871,
29115,"POTEPKIN, Mikhail Sergeyevich","WAKED HATOUM, Jalal",individual,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29116,"LAVRENKOV, Igor Valerievich",LA RIVIERA,individual,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29117,SHINE DRAGON GROUP LIMITED,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE SANATORI NIZHNYAYA OREANDA UPRAVLENIYA DELAMI PREZIDENTA ROSSISKOI FE,Entity ,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29118,"SHEN YANG JING CHENG MACHINERY IMP&EXP. CO., LIMITED",FGBU SANATORI NIZHNYAYA OREANDA,Entity ,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29119,"AL-KANI, Mohamed",SANATORIUM NIZHNYAYA OREANDA,individual,GLOMAG,
29120,ZHE JIANG JIAYI SMALL COMMODITIES TRADE COMPANY LIMITED,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE SANATORI NIZHNYAYA OREANDA UPRAVLENIYA,Entity ,"UKRAINE-EO13661, CYBER2, ELECTION-EO13848",
29139,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY LTD.,JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TECHNOPROMEXPORT,Entity ,IFCA,
29159,XINJIANG PUBLIC SECURITY BUREAU,JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TEKHNOPROMEXPORT,Entity ,GLOMAG,
29160,"HUO, Liujun","VO TEKHNOPROMEKSPORT, OAO",individual,GLOMAG,
29162,"WANG, Mingshan",OJSC TECHNOPROMEXPORT,individual,GLOMAG,
29219,"ZHU, Hailun",JSC TEKHNOPROMEXPORT,individual,GLOMAG,
29220,"CHEN, Quanguo",OPEN JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TEKHNOPROMEXPORT,individual,GLOMAG,
29221,"DE LIMA SALAS, David Eugenio",JSC VO TEKHNOPROMEXPORT,individual,VENEZUELA,
29242,"TANG, Chris",GOSUDARSTVENOYE PREDPRIYATIYE ZAVOD SHAMPANSKYKH VIN NOVY SVET,individual,HK-EO13936,
29243,"CHENG, Teresa",DERZHAVNE PIDPRYEMSTVO ZAVOD SHAMPANSKYKH VYN NOVY SVIT,individual,HK-EO13936,
29244,"LO, Stephen","ZAVOD SHAMPANSKYKH VYN NOVY SVIT, DP",individual,HK-EO13936,
29246,"TSANG, Erick",STATE ENTERPRISE FACTORY OF SPARKLING WINES NEW WORLD,individual,HK-EO13936,
29249,"LAM, Carrie",NOVY SVET WINERY,individual,HK-EO13936,
29250,"LEE, John Ka-chiu",NOVY SVET WINERY STATE ENTERPRISE,individual,HK-EO13936,
29259,"ZHANG, Xiaoming",CRIMEAN STATE AVIATION ENTERPRISE UNIVERSAL-AVIA,individual,HK-EO13936,
29260,"CHAN, Eric","UNIVERSAL-AVIA, GUP RK",individual,HK-EO13936,
29261,"ZHENG, Yanxiong","UNIVERSAL-AVIA, CRIMEA STATE AVIATION ENTERPRISE",individual,HK-EO13936,
29262,"XIA, Baolong",GOSUDARSTVENOYE PREDPRIYATIYE UNIVERSAL-AVIA,individual,HK-EO13936,
29263,"LUO, Huining",GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE RESPUBLIKI KRYM UNIVERSAL-AVIA,individual,HK-EO13936,
29279,"AL-ASSAD, Hafez",GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE RESPUBLIKI KRYM UNIVERSAL,individual,PAARSSR-EO13894,
29280,"AL-ASSAD, Karam",CRIMEAN REPUBLICAN ENTERPRISE AZOV DISTILLERY,individual,PAARSSR-EO13894,
29281,"AL-ASSAD, Zuhair Tawfik",AZOVSKY LIKEROVO-DOCHNY ZAVOD,individual,PAARSSR-EO13894,
29299,XINJIANG PRODUCTION AND CONSTRUCTION CORPS,CRIMEAN REPUBLICAN ENTERPRISE AZOVSKY LIKEROVODOCHNY ZAVOD,Entity ,GLOMAG,
29300,"SUN, Jinlong",KRYMSKE RESPUBLIKANSKE PIDPRYEMSTVO AZOVSKY LIKEROGORILCHANY ZAVOD,individual,GLOMAG,
29319,"PENG, Jiarui","AZOVSKY LIKEROGORILCHANY ZAVOD, KRYMSKE RESPUBLIKANSKE PIDPRYEMSTVO",individual,GLOMAG,
29340,"HAMUD, Faruq","KHURI, Mudalal Mtanyus",individual,SDGT,
29360,"TAGWIREI, Kudakwashe Regimond","KHOURY, Mudallal",individual,GLOMAG,
29361,SAKUNDA HOLDINGS,"KHOURI, Mudalal",Entity ,GLOMAG,
29363,"ALFONZO IZAGUIRRE, Indira Maira",KREMSONT ALLIANCE CORP.,individual,VENEZUELA,
29365,"GUTIERREZ PARRA, Jose Luis","HASWANI, Jurj",individual,VENEZUELA,
29366,"DERKACH, Andrii Leonidovych","KHESOUANI, George",individual,ELECTION-EO13848,
29368,KANIYAT MILITIA,"HESWANI, George",Entity ,GLOMAG,
29382,PARTHIA CARGO LLC,"HASAWANI, George",Entity ,"SDGT, IFSR",
29383,"MAHDAVI, Amin","AL HASAWANI, George",individual,"SDGT, IFSR",
29384,DELTA PARTS SUPPLY FZC,"HEWANI, George",Entity ,"SDGT, IFSR",
29385,"KARIMI SABET, Javad","HESSWANI, Georges",individual,"NPWMD, IFSR",
29386,"KAMALVANDI, Behrouz","KHESOUANI, Georges",individual,"NPWMD, IFSR",
29387,"RAHIMIAN, Pezhman",HESCO ENGINEERING AND CONSTRUCTION COMPANY LIMITED,individual,"NPWMD, IFSR",
29404,"SAATI BIN MOHAMAD NAWZAD, Mohamad Ammar",HESCO ENG & CON. CO,individual,PAARSSR-EO13894,
29405,"ISMAIL, Samer","TABACHNIK, Dmitry",individual,PAARSSR-EO13894,
29406,"DALAH, Ghaith","TABACHNYK, Dmytriy",individual,PAARSSR-EO13894,
29407,"SAQR, Fadi",OOO TRANSSERVIS,individual,PAARSSR-EO13894,
29422,ZAGROS PETROCHEMICAL,LIMITED LIABILITY COMPANY TRANSSERVIS,Entity ,IRAN-EO13846,
29443,ELEMENTO LIMITED,OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU TRANSSERVIS,Entity ,VENEZUELA-EO13850,
29462,"IBRAHIM, Yasser Hussein","MURATOV, Alexei",individual,PAARSSR-EO13894,
29483,BALITA,"RODKIN, Andrei",vessel,VENEZUELA-EO13850,
29484,LIA,"RODKIN, Andrey",vessel,"SDGT, VENEZUELA-EO13850",
29485,MIA,JSC GENBANK,vessel,"SDGT, VENEZUELA-EO13850",
29486,MAKSIM GORKY,"GENBANK, AO",vessel,VENEZUELA-EO13850,
29487,SIERRA,AKTSIONERNOE OBSHCHESTVO GENBANK,vessel,VENEZUELA-EO13850,
29506,INSTITUTO NACIONAL DE LOS ESPACIOS ACUATICOS E INSULARES,CLOSED JOINT STOCK COMPANY GENBANK,Entity ,VENEZUELA-EO13850,
29507,RUSTANKER LLC,OJSC KRAYINVESTBANK,Entity ,VENEZUELA-EO13850,
29522,ABADAN OIL REFINING COMPANY,OAO KRAYINVESTBANK,Entity ,"SDGT, IFSR, IRAN-EO13846",
29523,ZHIHANG SHIP MANAGEMENT SHANGHAI CO LTD,OTKRYTOE AKTSIONERNOE OBSHCHESTVO KRASNODARSKIY KRAEVOY INVESTITSIONNIY BANK,Entity ,IRAN-EO13846,
29524,NEW FAR INTERNATIONAL LOGISTICS LIMITED,OJSC CB VERKHNEVOLZHSKY,Entity ,IRAN-EO13846,
29525,CHEMTRANS PETROCHEMICALS TRADING LLC,OAO KB VERKHNEVOLZHSKIY,Entity ,IRAN-EO13846,
29526,SINO ENERGY SHIPPING HONGKONG LIMITED,OTKRYTOE AKTSIONERNOE OBSHCHESTVO KOMMERCHESKIY BANK VERKHNEVOLZHSKIY,Entity ,IRAN-EO13846,
29542,"SHI, Min",COMMERCIAL JOINT-STOCK BANK VERHNEVOLGSKY,individual,IRAN-EO13846,
29543,"LIN, Zuoyou",PUBLIC COMMERCIAL JOINT-STOCK BANK VERHNEVOLZHSKY,individual,IRAN-EO13846,
29544,"AMIN, Alireza",JSC SEVASTOPOLSKY MORSKOY BANK,individual,IRAN-EO13846,
29584,"POTEKHIN, Danil",AO SEVASTOPOLSKIY MORSKOY BANK,individual,CYBER2,
29585,"KARASAVIDI, Dmitrii",AKTSIONERNOE OBSHCHESTVO SEVASTOPOLSKIY MORSKOY BANK,individual,CYBER2,
29602,PETROTECH FZE,"KOFMAN, Oleksandr",Entity ,IRAN-EO13846,
29603,DINRIN LIMITED,PUBLIC JOINT STOCK COMPANY MOSCOW REGIONAL BANK,Entity ,IRAN-EO13846,
29604,TRIO ENERGY DMCC,AKB MOSOBLBANK OAO,Entity ,IRAN-EO13846,
29605,JINGHO TECHNOLOGY CO. LIMITED,AKTSIONERNY KOMMERCHESKI BANK MOSKOVSKI OBLASTNOI BANK OTKRYTOE AKTSIONERNOE OBSHCHESTVO,Entity ,IRAN-EO13846,
29606,DYNAPEX ENERGY LIMITED,INVESTITSIONNY RESPUBLIKANSKI BANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU,Entity ,IRAN-EO13846,
29622,MOBIN INTERNATIONAL LIMITED,INVESTMENT REPUBLIC BANK LLC,Entity ,"SDGT, IFSR",
29623,"MADANIPOUR, Mahmoud",INRESBANK LTD,individual,"SDGT, IFSR",
29624,MOBIN HOLDING LIMITED,OOO KBK BANK,Entity ,"SDGT, IFSR",
29625,OMAN FUEL TRADING LTD,AG TERMINAL OOO,Entity ,"SDGT, IFSR",
29642,"KARAEU, Yuriy Khadzymuratavich",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AVIA GRUPP TERMINAL,individual,BELARUS,
29662,"BARSUKOU, Alyaksandr Pyatrovich",LLC AG TERMINAL,individual,BELARUS,
29663,"KUBRAKOU, Ivan Uladzimiravich",OTKRYTOE AKTSIONERNOE OBSHCHESTVO VOLGOGRADNEFTEMASH,individual,BELARUS,
29664,"BALABA, Dzmitriy Uladzimiravich",JSC VOLGOGRADNEFTEMASH,individual,BELARUS,
29665,"GUTIERREZ PARRA, Jose Bernabe",DOCHERNEE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA VOLGOGRADNEFTEMASH ROSSIISKOGO AKTSIONERNOGO OBSHCHESTVA GAZPROM,individual,VENEZUELA,
29666,"PONENTE PARRA, Miguel Antonio Jose","NIKITIN, Vasyl",individual,VENEZUELA,
29667,"LUCES OSORIO, Guillermo Antonio","NIKITIN, Vasily",individual,VENEZUELA,
29668,"BUCARAN PARAGUAN, Chaim Jose",IPP-INTERNATIONAL PETROLEUM PRODUCTS LTD.,individual,VENEZUELA,
29669,"BENAVIDES RONDON, Williams Jose","KOZYAKOV, Sergey",individual,VENEZUELA,
29670,"OQUIST KELLEY, Paul Herbert","KOZYAKOV, Sergey Yurievich",individual,NICARAGUA,
29671,"NAZARANKA, Yuriy Henadzievich","ANICHIN, Alexei Vasilievich",individual,BELARUS,
29672,"GUIDO DE ROMERO, Ana Julia",LORD'S RESISTANCE MOVEMENT,individual,NICARAGUA,
29673,"ATABEKAU, Khazalbek Bakhtsibekavich",LORD'S RESISTANCE MOVEMENT/ARMY,individual,BELARUS,
29674,"IPATAU, Vadzim Dzmitrievich","NGAIKOISSET, Eugene",individual,BELARUS,
29675,"DMUKHAYLA, Alena Mikalaeuna","NGAIKOUESSET, Eugene",individual,BELARUS,
29677,"FINYANUS, Yusuf","NGAKOSSET, Eugene",individual,SDGT,
29684,COOPERATIVA DE AHORRO Y CREDITO CAJA RURAL NACIONAL RL,"NGAIKOSSE, Eugene Barret",Entity ,NICARAGUA,
29685,"UNION DEVELOPMENT GROUP CO., LTD.","GUEYE, Haroun",Entity ,GLOMAG,
29702,"LIFSHITS, Artem Mikhaylovich","GUAYE, Haroun",individual,"CYBER2, ELECTION-EO13848",
29703,"ANDREYEV, Anton Nikolaeyvich","GAYE, Aroun",individual,"CYBER2, ELECTION-EO13848",
29722,"MIRJIRASH AL-MUHAMMADAWI, Abd al-Aziz Malluh","GEYE, Aroun",individual,SDGT,
29743,NABAH LTD,"WAKED DARWICH, Hamudi",Entity ,GLOMAG,
29744,"JAMMEH, Zineb Souma Yahya","LAREDO DONJUAN, Job",individual,GLOMAG,
29745,"ASLANOVA, Darya Dmitriyevna","LAREDO, Antonio",individual,"CYBER2, ELECTION-EO13848",
29782,"DARASSA, Ali","RODRIGUEZ, Antonio",individual,CAR,
29783,ARCH CONSULTING,LAREDO DTO,Entity ,SDGT,
29784,MEAMAR SARL,"LAREDO DON JUAN, Ismael",Entity ,SDGT,
29785,"KARBASIAN, Masoud","LAREDO, Ismael",individual,"SDGT, IFSR",
29786,ATLANTIC SHIP MANAGEMENT COMPANY,"GOMEZ VELASQUEZ, Daniela",Entity ,"SDGT, IFSR",
29787,"PUREBRAHIM, Ali Akbar",SEGOVIA IMPORT AND EXPORT CORP.,individual,"SDGT, IFSR",
29788,MINISTRY OF PETROLEUM,"MILLENNIUM PLAZA, S.A.",Entity ,"SDGT, IFSR",
29789,"ZANGANEH, Bijan",INMOBILIARIA J AND M CORP,individual,"SDGT, IFSR",
29790,LONGBOW LAKE,"NUSHIN, Sayyed Mir Ahmad",vessel,"SDGT, IFSR",
29791,WU XIAN,"NOOSHIN, Seid Mir Ahmad",vessel,"SDGT, IFSR",
29792,NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY,"HASHEMI, Seyyed Mohammad",Entity ,"SDGT, IFSR",
29793,NATIONAL IRANIAN OIL PRODUCTS DISTRIBUTION COMPANY,"HASHEMI, Sayyed Mohammad",Entity ,"SDGT, IFSR",
29794,IRANIAN OIL PIPELINES AND TELECOMMUNICATION CO.,"FARAJZADEH, Seyyed Hadi",Entity ,"SDGT, IFSR",
29795,NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION COMPANY,"BAHENA MARTINEZ, Rogelio",Entity ,"SDGT, IFSR",
29797,IMAM KHOMEINI SHAZAND OIL REFINING COMPANY,"FARGHADANI, Rahim Reza",Entity ,"SDGT, IFSR",
29798,"SADIQABADI, Alireza","POUR NAGHSH BAND, Hussain Reza",individual,"SDGT, IFSR",
29800,"MOHAMMADI, Behzad","POUR NAGHSHBAND, Hossein",individual,"SDGT, IFSR",
29801,"AS'AD, Sultan Khalifah","POUR NAGHSHBAND, Hossein Reza",individual,SDGT,
29802,"GHOLIZADEH, Hojjat",CANDID TRADING LLC,individual,IRAN-HR,
29803,"MEHRI, Mohammad Hassan",MABROOKA TRADING COMPANY,individual,IRAN-HR,
29804,"NAFTCHI, Mohsen Raeesi","SHARARA, 'Ali Yusuf",individual,IRAN-HR,
29805,"MOSTAFAEI, Saeed","SHARARA, Ali Youssef",individual,IRAN-HR,
29806,"MAGHSOUDI, Hassan Fazli",SPECTRUM INVESTMENT GROUP SAL HOLDING,individual,IRAN-HR,
29807,"KHANMIRI, Amin Hosseinzadeh",SPECTRUM INVESTMENT GROUP HOLDING,individual,IRAN-HR,
29808,"HAMIDI, Esmail",SPECTRUM INVESTMENT HOLDING,individual,IRAN-HR,
29809,"MOGHADAM, Mohsen Matloub",SPECTRUM INTERNATIONAL INVESTMENT HOLDING SAL,individual,IRAN-HR,
29810,"KAMALI, Ali","AL-HABABI, Nayef Salam Muhammad Ujaym",individual,IRAN-HR,
29811,"BABAIE, Nematollah Hosein","AL-QATARI, Faruq",individual,IRAN-HR,
29812,"MAHMOUDI, Mohammad","AL-QAHTANI, Faruq",individual,IRAN-HR,
29813,"JALALI, Maysam","AL-QAHTANI AL-QATARI, Farouq",individual,IRAN-HR,
